Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
RBM33,-0.28407,0.78443,1,0.99501,0.9984
UTP3,0.28397,0.78449,1,0.99501,0.9984
PMS2L2,0.28388,0.78456,1,0.99501,0.9984
CAPNS1,-0.28387,0.78456,1,0.99501,0.9984
POLR2L,0.28355,0.78479,1,0.99501,0.9984
RCN2,0.28353,0.78481,1,0.99501,0.9984
CRHR1,-0.28353,0.78481,1,0.99501,0.9984
CSDAP1,0.28335,0.78493,1,0.99501,0.9984
RALB,-0.28331,0.78497,1,0.99501,0.9984
SPCS3,-0.28307,0.78514,1,0.99501,0.9984
THAP1,-0.28298,0.7852,1,0.99501,0.9984
MSH3,-0.28294,0.78523,1,0.99501,0.9984
LPIN1,0.28291,0.78525,1,0.99501,0.9984
RAB28,-0.28275,0.78537,1,0.99501,0.9984
RNF38,0.28267,0.78543,1,0.99501,0.9984
PRMT7,-0.28243,0.78561,1,0.99501,0.9984
AKAP2,-0.2823,0.78571,1,0.99501,0.9984
SUPT5H,-0.28219,0.78579,1,0.99501,0.9984
PCGF6,0.28215,0.78582,1,0.99501,0.9984
ABCF2,-0.28215,0.78582,1,0.99501,0.9984
ARAP3,0.28213,0.78584,1,0.99501,0.9984
RAB6B,0.28209,0.78586,1,0.99501,0.9984
SH3RF3,0.28199,0.78594,1,0.99501,0.9984
R3HDM4,0.28198,0.78595,1,0.99501,0.9984
TARS,0.28194,0.78598,1,0.99501,0.9984
MRPS18B,0.2819,0.78601,1,0.99501,0.9984
MAST3,0.28166,0.78619,1,0.99501,0.9984
DIS3L2,0.28128,0.78647,1,0.99501,0.9984
LOC284385,0.28125,0.78649,1,0.99501,0.9984
ANKRD20A4,0.2811,0.78661,1,0.99501,0.9984
CEP104,0.28091,0.78675,1,0.99501,0.9984
GPX3,-0.28088,0.78677,1,0.99501,0.9984
RPS6KA2,0.2808,0.78683,1,0.99501,0.9984
SPON1,0.28075,0.78687,1,0.99501,0.9984
DPH3,0.2807,0.7869,1,0.99501,0.9984
GLMN,0.2807,0.78691,1,0.99501,0.9984
ZXDA,0.28052,0.78704,1,0.99501,0.9984
RAB14,0.2805,0.78705,1,0.99501,0.9984
NDUFA10,-0.28032,0.78718,1,0.99501,0.9984
RNASEH2B,-0.28022,0.78725,1,0.99501,0.9984
SLC38A6,-0.28018,0.78728,1,0.99501,0.9984
ARPC2,0.28017,0.78729,1,0.99501,0.9984
SUV420H2,0.27949,0.78777,1,0.99501,0.9984
C20orf194,0.27948,0.78778,1,0.99501,0.9984
C14orf80,-0.27931,0.7879,1,0.99501,0.9984
STK38,-0.27928,0.78792,1,0.99501,0.9984
SETDB1,-0.27925,0.78794,1,0.99501,0.9984
ZNF704,-0.27901,0.78811,1,0.99501,0.9984
CADM1,0.27901,0.78811,1,0.99501,0.9984
THAP2,0.27898,0.78813,1,0.99501,0.9984
RBM8A,0.27882,0.78824,1,0.99501,0.9984
BCAN,-0.27854,0.78844,1,0.99501,0.9984
TBC1D16,-0.27851,0.78847,1,0.99501,0.9984
SRSF12,0.27847,0.7885,1,0.99501,0.9984
RDX,-0.27823,0.78866,1,0.99501,0.9984
NFE2L2,-0.27808,0.78877,1,0.99501,0.9984
RBKS,0.27807,0.78878,1,0.99501,0.9984
SH3PXD2A,0.27799,0.78883,1,0.99501,0.9984
CHD8,-0.27787,0.78892,1,0.99501,0.9984
SON,0.27785,0.78893,1,0.99501,0.9984
KIAA1033,-0.27773,0.78902,1,0.99501,0.9984
CMAS,-0.27761,0.78911,1,0.99501,0.9984
SPECC1L,0.27741,0.78926,1,0.99501,0.9984
GMDS,-0.27712,0.78947,1,0.99501,0.9984
PAPSS1,-0.277,0.78955,1,0.99501,0.9984
ATXN7L2,0.27699,0.78956,1,0.99501,0.9984
TSPAN3,0.27698,0.78957,1,0.99501,0.9984
HEATR2,-0.27696,0.78958,1,0.99501,0.9984
DEFT1P2,0.27685,0.78967,1,0.99501,0.9984
SNW1,-0.2768,0.7897,1,0.99501,0.9984
TBX2,-0.27676,0.78974,1,0.99501,0.9984
COX6A1,0.27669,0.78979,1,0.99501,0.9984
HID1,0.27663,0.78983,1,0.99501,0.9984
GBAP1,-0.27662,0.78984,1,0.99501,0.9984
PDCD10,0.2766,0.78986,1,0.99501,0.9984
SSTR3,0.27649,0.78994,1,0.99501,0.9984
TRIB2,-0.27621,0.79014,1,0.99501,0.9984
FAM185A,0.27615,0.79019,1,0.99501,0.9984
IMMP1L,0.2761,0.79023,1,0.99501,0.9984
TCEAL6,0.27598,0.79032,1,0.99501,0.9984
PPP1R1A,-0.27584,0.79042,1,0.99501,0.9984
SLC37A3,-0.27576,0.79049,1,0.99501,0.9984
SEC13,0.2754,0.79075,1,0.99501,0.9984
DPCD,0.27536,0.79079,1,0.99501,0.9984
EPB41,0.27526,0.79086,1,0.99501,0.9984
CDK5RAP2,-0.27516,0.79093,1,0.99501,0.9984
FTO,-0.27496,0.79108,1,0.99501,0.9984
CRYZL1,0.27474,0.79125,1,0.99501,0.9984
ZNF91,-0.27468,0.79129,1,0.99501,0.9984
CRNDE,0.2743,0.79157,1,0.99501,0.9984
FADS3,0.27424,0.79162,1,0.99501,0.9984
TTC26,-0.27411,0.79171,1,0.99501,0.9984
PSMG1,0.27398,0.7918,1,0.99501,0.9984
GLDC,0.27387,0.79189,1,0.99501,0.9984
PTOV1,0.27383,0.79192,1,0.99501,0.9984
CASKIN2,0.27382,0.79193,1,0.99501,0.9984
SNORA52,0.27379,0.79195,1,0.99501,0.9984
PRPSAP2,0.27379,0.79195,1,0.99501,0.9984
SNRNP35,-0.27377,0.79196,1,0.99501,0.9984
ARF3,-0.27369,0.79202,1,0.99501,0.9984
ZNF248,-0.2736,0.79208,1,0.99501,0.9984
HRH3,-0.27359,0.79209,1,0.99501,0.9984
PDE4A,0.27351,0.79215,1,0.99501,0.9984
MKL2,0.27324,0.79234,1,0.99501,0.9984
SNORD15B,0.27306,0.79248,1,0.99501,0.9984
SPPL2A,-0.27305,0.79248,1,0.99501,0.9984
MAN2A2,-0.27261,0.7928,1,0.99501,0.9984
SCMH1,-0.27251,0.79288,1,0.99501,0.9984
TOMM70A,0.27238,0.79297,1,0.99501,0.9984
HDAC3,-0.27233,0.793,1,0.99501,0.9984
PPP2R5C,0.27223,0.79308,1,0.99501,0.9984
HIST1H2AH,-0.27212,0.79317,1,0.99501,0.9984
AGPAT6,-0.27211,0.79317,1,0.99501,0.9984
TOMM6,0.27206,0.79321,1,0.99501,0.9984
EMC7,-0.27184,0.79337,1,0.99501,0.9984
PPFIA4,-0.27172,0.79347,1,0.99501,0.9984
AGAP6,-0.27162,0.79354,1,0.99501,0.9984
ENTHD2,0.2716,0.79356,1,0.99501,0.9984
CGA,0.27151,0.79362,1,0.99501,0.9984
TRIM36,-0.27143,0.79369,1,0.99501,0.9984
CUTC,-0.27138,0.79372,1,0.99501,0.9984
LOC286437,0.2713,0.79379,1,0.99501,0.9984
AP2S1,-0.27128,0.7938,1,0.99501,0.9984
ZNF420,0.27127,0.79381,1,0.99501,0.9984
UCK2,0.2712,0.79387,1,0.99501,0.9984
DNM2,-0.27096,0.79406,1,0.99501,0.9984
PI4K2B,-0.27094,0.79407,1,0.99501,0.9984
RIOK1,0.27089,0.79412,1,0.99501,0.9984
TRMT61A,-0.27071,0.79426,1,0.99501,0.9984
ZNF526,-0.27069,0.79427,1,0.99501,0.9984
MAL2,-0.27049,0.79443,1,0.99501,0.9984
COPB2,0.27041,0.79451,1,0.99501,0.9984
GUCY1B3,0.27023,0.79465,1,0.99501,0.9984
NPHP4,0.27021,0.79467,1,0.99501,0.9984
PARK7,0.27008,0.79477,1,0.99501,0.9984
ATP5O,-0.2697,0.79509,1,0.99501,0.9984
MTSS1,0.26968,0.7951,1,0.99501,0.9984
ARL4D,-0.26925,0.79546,1,0.99501,0.9984
ATF7IP,-0.26925,0.79546,1,0.99501,0.9984
DOCK4,0.2692,0.7955,1,0.99501,0.9984
STARD7,-0.269,0.79566,1,0.99501,0.9984
PVRIG,-0.26895,0.79571,1,0.99501,0.9984
PGRMC2,0.26887,0.79577,1,0.99501,0.9984
ULK4,-0.26874,0.79587,1,0.99501,0.9984
PITX2,-0.26868,0.79592,1,0.99501,0.9984
VPS33A,0.26868,0.79592,1,0.99501,0.9984
TM2D1,-0.26867,0.79593,1,0.99501,0.9984
TMEM180,-0.26865,0.79594,1,0.99501,0.9984
METTL6,0.26854,0.79603,1,0.99501,0.9984
PKIB,-0.26852,0.79605,1,0.99501,0.9984
CACNG3,0.26835,0.79619,1,0.99501,0.9984
HIST1H2AJ,0.26829,0.79624,1,0.99501,0.9984
TMEM14A,-0.26829,0.79624,1,0.99501,0.9984
ZNF273,-0.26814,0.79635,1,0.99501,0.9984
PGK1,0.26809,0.79639,1,0.99501,0.9984
ZNF37BP,0.26802,0.79644,1,0.99501,0.9984
ROMO1,0.26798,0.79648,1,0.99501,0.9984
DHX38,0.26789,0.79654,1,0.99501,0.9984
PDE10A,-0.26785,0.79658,1,0.99501,0.9984
DNPEP,-0.26764,0.79674,1,0.99501,0.9984
SCARNA7,-0.26762,0.79676,1,0.99501,0.9984
ZBTB25,-0.2676,0.79677,1,0.99501,0.9984
UROD,-0.26755,0.79682,1,0.99501,0.9984
LPPR3,-0.26726,0.79704,1,0.99501,0.9984
CYP51A1,-0.26726,0.79704,1,0.99501,0.9984
TUBGCP3,-0.2671,0.79716,1,0.99501,0.9984
CWC25,-0.26706,0.7972,1,0.99501,0.9984
ROCK2,-0.26706,0.7972,1,0.99501,0.9984
EPB49,-0.26696,0.79728,1,0.99501,0.9984
FP588,-0.2669,0.79732,1,0.99501,0.9984
CDC23,-0.26684,0.79737,1,0.99501,0.9984
UBE2Q1,-0.2667,0.79748,1,0.99501,0.9984
ARAP1,0.26665,0.79752,1,0.99501,0.9984
RAB2A,0.26656,0.79758,1,0.99501,0.9984
NUCB2,0.26644,0.79768,1,0.99501,0.9984
VIMP,-0.26642,0.79769,1,0.99501,0.9984
PIGQ,-0.26629,0.79779,1,0.99501,0.9984
ARPC1A,0.26625,0.79783,1,0.99501,0.9984
KPNB1,0.26619,0.79787,1,0.99501,0.9984
MTA3,0.26616,0.79789,1,0.99501,0.9984
CNIH4,-0.26577,0.79819,1,0.99501,0.9984
TMEM50A,-0.26571,0.79824,1,0.99501,0.9984
NDUFS5,0.26549,0.79841,1,0.99501,0.9984
USP27X,0.26535,0.79851,1,0.99501,0.9984
HSPA4L,-0.26523,0.7986,1,0.99501,0.9984
PPIP5K2,0.2652,0.79863,1,0.99501,0.9984
ZNF512,0.26501,0.79877,1,0.99501,0.9984
FLJ23867,-0.26492,0.79883,1,0.99501,0.9984
CAMK1G,0.26488,0.79886,1,0.99501,0.9984
MEPCE,-0.26485,0.79888,1,0.99501,0.9984
PGRMC1,0.26477,0.79894,1,0.99501,0.9984
LMNB2,-0.26469,0.799,1,0.99501,0.9984
B3GALT6,-0.26461,0.79906,1,0.99501,0.9984
ZNF8,0.26458,0.79909,1,0.99501,0.9984
ZNF19,-0.26447,0.79916,1,0.99501,0.9984
GLT25D2,0.26446,0.79917,1,0.99501,0.9984
PER1,0.26446,0.79918,1,0.99501,0.9984
WDR34,0.26438,0.79923,1,0.99501,0.9984
CLASP2,-0.26402,0.79949,1,0.99501,0.9984
GDF1,-0.26399,0.79952,1,0.99501,0.9984
C14orf2,0.26399,0.79952,1,0.99501,0.9984
ZSWIM3,0.26397,0.79954,1,0.99501,0.9984
FAM208A,0.26394,0.79955,1,0.99501,0.9984
TM7SF3,0.26389,0.79959,1,0.99501,0.9984
HCRTR1,0.2637,0.79973,1,0.99501,0.9984
RNF168,0.26368,0.79974,1,0.99501,0.9984
ZNF70,0.26354,0.79984,1,0.99501,0.9984
C20orf111,0.26346,0.79991,1,0.99501,0.9984
NDUFS6,0.26332,0.80001,1,0.99501,0.9984
SMN2,0.26323,0.80008,1,0.99501,0.9984
TAOK2,0.26311,0.80017,1,0.99501,0.9984
RPL26L1,0.26298,0.80026,1,0.99501,0.9984
DEGS1,-0.26286,0.80035,1,0.99501,0.9984
NIF3L1,0.26272,0.80045,1,0.99501,0.9984
SAMD3,0.26249,0.80062,1,0.99501,0.9984
EML6,0.26239,0.8007,1,0.99501,0.9984
LSS,-0.26227,0.80079,1,0.99501,0.9984
RASA2,-0.26227,0.80079,1,0.99501,0.9984
EMC8,-0.26221,0.80084,1,0.99501,0.9984
FAR1,0.26183,0.80112,1,0.99501,0.9984
DGAT2,0.26164,0.80127,1,0.99501,0.9984
ZNF814,0.2616,0.8013,1,0.99501,0.9984
MESDC2,0.2616,0.8013,1,0.99501,0.9984
B3GALTL,0.26135,0.80149,1,0.99501,0.9984
XIAP,0.2613,0.80153,1,0.99501,0.9984
RECQL,0.26122,0.80159,1,0.99501,0.9984
CCDC3,-0.26117,0.80163,1,0.99501,0.9984
ATP9B,-0.26114,0.80165,1,0.99501,0.9984
CPNE9,-0.26109,0.80169,1,0.99501,0.9984
HPS5,-0.26106,0.80171,1,0.99501,0.9984
FOXO1,-0.261,0.80176,1,0.99501,0.9984
ZNF200,0.26098,0.80178,1,0.99501,0.9984
MORF4L1,0.26066,0.80202,1,0.99501,0.9984
NFKB1,-0.26059,0.80208,1,0.99501,0.9984
DRP2,-0.26053,0.80212,1,0.99501,0.9984
USP16,-0.26047,0.80217,1,0.99501,0.9984
FXR1,-0.26023,0.80235,1,0.99501,0.9984
CBX4,0.26022,0.80236,1,0.99501,0.9984
C6orf225,0.2601,0.80245,1,0.99501,0.9984
PIK3R4,-0.26001,0.80252,1,0.99501,0.9984
SSR2,0.26001,0.80252,1,0.99501,0.9984
RPS14,-0.2599,0.8026,1,0.99501,0.9984
CHMP2B,0.25977,0.8027,1,0.99501,0.9984
LRWD1,-0.25966,0.80279,1,0.99501,0.9984
APOPT1,0.25946,0.80294,1,0.99501,0.9984
PYGO1,0.25938,0.803,1,0.99501,0.9984
TROVE2,-0.25938,0.80301,1,0.99501,0.9984
CLSTN3,0.25924,0.80311,1,0.99501,0.9984
CBWD2,0.25893,0.80335,1,0.99501,0.9984
SCN9A,0.25892,0.80335,1,0.99501,0.9984
SMC4,-0.25885,0.80341,1,0.99501,0.9984
GOLT1A,0.25882,0.80343,1,0.99501,0.9984
NIT1,0.25871,0.80351,1,0.99501,0.9984
POLR3C,-0.25862,0.80359,1,0.99501,0.9984
SLC12A7,0.25826,0.80386,1,0.99501,0.9984
FLJ16779,-0.25824,0.80388,1,0.99501,0.9984
PUSL1,0.25798,0.80408,1,0.99501,0.9984
ANKRD32,-0.25793,0.80411,1,0.99501,0.9984
LRFN3,-0.25756,0.80439,1,0.99501,0.9984
EPN2,-0.25749,0.80444,1,0.99501,0.9984
MYO1B,0.25735,0.80455,1,0.99501,0.9984
ELOVL5,0.2572,0.80466,1,0.99501,0.9984
FABP5,0.25713,0.80472,1,0.99501,0.9984
TBC1D19,-0.25691,0.80487,1,0.99501,0.9984
MRPL3,0.25683,0.80493,1,0.99501,0.9984
POGK,-0.25679,0.80496,1,0.99501,0.9984
ZNF639,0.25667,0.80505,1,0.99501,0.9984
LINC00265,-0.25661,0.8051,1,0.99501,0.9984
STAG1,0.25654,0.80515,1,0.99501,0.9984
BOD1,0.25642,0.80524,1,0.99501,0.9984
WHSC1,0.25639,0.80526,1,0.99501,0.9984
BPTF,0.25637,0.80527,1,0.99501,0.9984
PIGP,0.25631,0.80531,1,0.99501,0.9984
MRPS6,-0.25623,0.80536,1,0.99501,0.9984
KIAA1324L,0.25618,0.8054,1,0.99501,0.9984
S100A10,-0.25602,0.80552,1,0.99501,0.9984
MRPL37,-0.2558,0.80567,1,0.99501,0.9984
GLT8D2,0.25567,0.80575,1,0.99501,0.9984
IL27RA,0.25556,0.80583,1,0.99501,0.9984
MAPK4,0.25542,0.80593,1,0.99501,0.9984
ZNF142,-0.25524,0.80605,1,0.99501,0.9984
PITPNM1,-0.25511,0.80613,1,0.99501,0.9984
SCAP,-0.25496,0.80624,1,0.99501,0.9984
FBXO10,-0.25493,0.80626,1,0.99501,0.9984
PPM1H,-0.25486,0.80631,1,0.99501,0.9984
GNA11,0.25482,0.80633,1,0.99501,0.9984
FAM155A,0.25451,0.80654,1,0.99501,0.9984
C8orf58,-0.25428,0.8067,1,0.99501,0.9984
NHSL1,0.25404,0.80687,1,0.99501,0.9984
SDHC,0.254,0.80689,1,0.99501,0.9984
DUSP16,-0.25395,0.80693,1,0.99501,0.9984
SSPO,0.25389,0.80697,1,0.99501,0.9984
RBM5,0.25373,0.80708,1,0.99501,0.9984
RAPH1,0.25361,0.80716,1,0.99501,0.9984
METTL5,0.25359,0.80718,1,0.99501,0.9984
LEPROTL1,-0.25353,0.80723,1,0.99501,0.9984
GSTA4,0.2535,0.80725,1,0.99501,0.9984
SSX2IP,0.25324,0.80744,1,0.99501,0.9984
MMD2,0.25318,0.80748,1,0.99501,0.9984
FAM190B,-0.25311,0.80753,1,0.99501,0.9984
SELO,-0.25307,0.80756,1,0.99501,0.9984
HIP1R,-0.25304,0.80758,1,0.99501,0.9984
MSMO1,0.25296,0.80765,1,0.99501,0.9984
NEK7,0.25293,0.80767,1,0.99501,0.9984
ODF2L,0.2528,0.80777,1,0.99501,0.9984
DYNC1H1,-0.25277,0.80779,1,0.99501,0.9984
LRP3,-0.25267,0.80787,1,0.99501,0.9984
NOP58,-0.25265,0.80788,1,0.99501,0.9984
RCAN2,0.25263,0.80789,1,0.99501,0.9984
ZNF593,0.25251,0.80799,1,0.99501,0.9984
SETDB2,0.2525,0.80799,1,0.99501,0.9984
NFYB,0.25243,0.80805,1,0.99501,0.9984
CHURC1,-0.25237,0.80809,1,0.99501,0.9984
ARMC1,0.25228,0.80816,1,0.99501,0.9984
PLCD1,0.25224,0.8082,1,0.99501,0.9984
HUS1,0.25214,0.80827,1,0.99501,0.9984
UBE2G2,0.2521,0.8083,1,0.99501,0.9984
ITGAE,0.25201,0.80837,1,0.99501,0.9984
SCRN2,0.25184,0.80851,1,0.99501,0.9984
ATP1A3,0.25181,0.80853,1,0.99501,0.9984
KIAA1161,-0.25174,0.80858,1,0.99501,0.9984
ARL1,0.2517,0.80862,1,0.99501,0.9984
DBNL,-0.25165,0.80865,1,0.99501,0.9984
ATP1B3,0.25157,0.80871,1,0.99501,0.9984
HIVEP2,-0.25155,0.80873,1,0.99501,0.9984
PHF20L1,-0.25142,0.80883,1,0.99501,0.9984
DAXX,-0.25105,0.80912,1,0.99501,0.9984
FAM204A,0.25098,0.80917,1,0.99501,0.9984
ARPC3,-0.25097,0.80918,1,0.99501,0.9984
WHSC2,-0.25092,0.80922,1,0.99501,0.9984
BVES,-0.25065,0.80942,1,0.99501,0.9984
SLC40A1,0.25061,0.80945,1,0.99501,0.9984
FAM177A1,0.25048,0.80956,1,0.99501,0.9984
TSTD2,0.2504,0.80962,1,0.99501,0.9984
TOMM20,0.25038,0.80963,1,0.99501,0.9984
NSDHL,-0.2503,0.80969,1,0.99501,0.9984
C22orf32,-0.24988,0.81001,1,0.99501,0.9984
PDCD6,0.24983,0.81005,1,0.99501,0.9984
CALM3,-0.24978,0.81009,1,0.99501,0.9984
FAM108B1,0.24975,0.81011,1,0.99501,0.9984
SAP30L,-0.24974,0.81011,1,0.99501,0.9984
SGOL2,0.24973,0.81013,1,0.99501,0.9984
PDIA3,0.24961,0.81022,1,0.99501,0.9984
C7orf43,0.24946,0.81033,1,0.99501,0.9984
UBE2K,0.24944,0.81034,1,0.99501,0.9984
MTX2,-0.24943,0.81035,1,0.99501,0.9984
ADAMTS7,-0.24941,0.81036,1,0.99501,0.9984
NRN1,-0.24941,0.81037,1,0.99501,0.9984
MRPL16,0.24928,0.81046,1,0.99501,0.9984
RAB15,-0.24916,0.81055,1,0.99501,0.9984
KCNAB3,-0.24914,0.81057,1,0.99501,0.9984
SIKE1,-0.24901,0.81066,1,0.99501,0.9984
SALL1,0.24894,0.81072,1,0.99501,0.9984
KIAA1671,0.24873,0.81088,1,0.99501,0.9984
RPN1,-0.24872,0.81088,1,0.99501,0.9984
FAM200B,-0.24857,0.811,1,0.99501,0.9984
C16orf52,-0.24857,0.811,1,0.99501,0.9984
PHF13,0.24854,0.81102,1,0.99501,0.9984
UBE2V1,-0.24851,0.81105,1,0.99501,0.9984
ZNF675,0.24848,0.81107,1,0.99501,0.9984
TGFB3,-0.24837,0.81115,1,0.99501,0.9984
HNRPDL,-0.24819,0.81129,1,0.99501,0.9984
HIST1H1C,-0.24811,0.81135,1,0.99501,0.9984
SCN7A,-0.24806,0.81139,1,0.99501,0.9984
CELF2,0.24802,0.81142,1,0.99501,0.9984
TLE1,0.24799,0.81144,1,0.99501,0.9984
MBOAT2,-0.24783,0.81156,1,0.99501,0.9984
CACHD1,0.24756,0.81177,1,0.99501,0.9984
C14orf162,0.24754,0.81179,1,0.99501,0.9984
ZNF407,-0.24745,0.81186,1,0.99501,0.9984
IFI35,0.24742,0.81188,1,0.99501,0.9984
CAMKV,-0.24732,0.81195,1,0.99501,0.9984
EEFSEC,-0.24709,0.81213,1,0.99501,0.9984
HELZ2,-0.24708,0.81214,1,0.99501,0.9984
CCDC88A,-0.24705,0.81216,1,0.99501,0.9984
ARHGAP19,-0.24696,0.81224,1,0.99501,0.9984
TIA1,-0.24692,0.81227,1,0.99501,0.9984
MRPL32,0.24691,0.81227,1,0.99501,0.9984
TRPM7,0.2466,0.81252,1,0.99501,0.9984
PGBD4,0.24652,0.81259,1,0.99501,0.9984
LOC401164,0.24651,0.81259,1,0.99501,0.9984
STARD3,-0.24644,0.81265,1,0.99501,0.9984
ANK1,-0.24617,0.81286,1,0.99501,0.9984
SCCPDH,0.24616,0.81287,1,0.99501,0.9984
RHOQ,0.2461,0.81292,1,0.99501,0.9984
BEX2,0.24596,0.81303,1,0.99501,0.9984
FAM131A,-0.24581,0.81315,1,0.99501,0.9984
DCLK1,-0.24556,0.81335,1,0.99501,0.9984
CCNE1,-0.24555,0.81335,1,0.99501,0.9984
ORMDL2,0.24537,0.8135,1,0.99501,0.9984
ZBTB43,0.24518,0.81365,1,0.99501,0.9984
ALDH5A1,-0.24517,0.81366,1,0.99501,0.9984
AGSK1,0.2451,0.81371,1,0.99501,0.9984
ASCC1,0.24486,0.81389,1,0.99501,0.9984
BMP2K,-0.24486,0.8139,1,0.99501,0.9984
PRPF40B,0.24481,0.81393,1,0.99501,0.9984
ARL13B,-0.24481,0.81393,1,0.99501,0.9984
INPP5B,0.24475,0.81398,1,0.99501,0.9984
ACTB,-0.24472,0.814,1,0.99501,0.9984
SV2A,0.24469,0.81402,1,0.99501,0.9984
STX16,0.24462,0.81407,1,0.99501,0.9984
PPP1R15A,-0.24458,0.8141,1,0.99501,0.9984
FUNDC2,0.24445,0.81421,1,0.99501,0.9984
ETF1,0.2444,0.81424,1,0.99501,0.9984
GFM2,-0.24436,0.81427,1,0.99501,0.9984
ZNF624,-0.24435,0.81428,1,0.99501,0.9984
GORASP2,0.24432,0.8143,1,0.99501,0.9984
CACNG2,-0.24429,0.81432,1,0.99501,0.9984
NSUN5,0.24397,0.81456,1,0.99501,0.9984
GRPR,-0.24391,0.8146,1,0.99501,0.9984
TLE3,0.2438,0.81468,1,0.99501,0.9984
ADD2,-0.2438,0.81468,1,0.99501,0.9984
SRSF5,0.2438,0.81468,1,0.99501,0.9984
PRMT1,0.24378,0.81469,1,0.99501,0.9984
ARRDC1,-0.24359,0.81483,1,0.99501,0.9984
ZNF642,0.24355,0.81486,1,0.99501,0.9984
MID2,-0.24337,0.81499,1,0.99501,0.9984
C7orf50,-0.24329,0.81504,1,0.99501,0.9984
CAMKK2,-0.24324,0.81508,1,0.99501,0.9984
ZNF16,-0.24308,0.81519,1,0.99501,0.9984
DYNLT3,-0.24291,0.81531,1,0.99501,0.9984
EDF1,0.24289,0.81533,1,0.99501,0.9984
CSNK2B,0.24285,0.81536,1,0.99501,0.9984
CCDC71L,0.24283,0.81536,1,0.99501,0.9984
MRPS16,-0.24268,0.81547,1,0.99501,0.9984
EFHD1,0.24253,0.81558,1,0.99501,0.9984
FASTKD3,-0.24245,0.81564,1,0.99501,0.9984
AP3D1,-0.24224,0.81578,1,0.99501,0.9984
SNORA7B,-0.24202,0.81594,1,0.99501,0.9984
ASTN1,0.24198,0.81597,1,0.99501,0.9984
MIDN,0.2419,0.81602,1,0.99501,0.9984
APLP1,-0.24175,0.81614,1,0.99501,0.9984
BRWD3,-0.24171,0.81616,1,0.99501,0.9984
SMNDC1,-0.24158,0.81626,1,0.99501,0.9984
RSRC1,0.24151,0.81631,1,0.99501,0.9984
SPAG9,-0.24142,0.81638,1,0.99501,0.9984
ZNF525,0.24129,0.81647,1,0.99501,0.9984
SLC41A2,0.24119,0.81655,1,0.99501,0.9984
NOP16,0.24098,0.81671,1,0.99501,0.9984
HIST2H2BE,0.24097,0.81671,1,0.99501,0.9984
LDB3,0.24087,0.81679,1,0.99501,0.9984
PDK1,-0.24085,0.8168,1,0.99501,0.9984
TCF4,-0.24072,0.81691,1,0.99501,0.9984
TMCO3,-0.24063,0.81697,1,0.99501,0.9984
MORN2,-0.24059,0.817,1,0.99501,0.9984
COX4I1,0.2405,0.81707,1,0.99501,0.9984
TTI1,-0.24042,0.81713,1,0.99501,0.9984
CCT8,0.24029,0.81723,1,0.99501,0.9984
CLPTM1,-0.24017,0.81732,1,0.99501,0.9984
LDLRAD4,0.24015,0.81733,1,0.99501,0.9984
LSM12,-0.24002,0.81744,1,0.99501,0.9984
UBE2T,-0.24,0.81745,1,0.99501,0.9984
ZNF737,-0.23998,0.81747,1,0.99501,0.9984
ERO1L,0.23997,0.81748,1,0.99501,0.9984
RIMS2,-0.23981,0.8176,1,0.99501,0.9984
GIN1,0.23954,0.81781,1,0.99501,0.9984
GABARAPL2,0.23951,0.81783,1,0.99501,0.9984
ARHGAP12,0.2395,0.81783,1,0.99501,0.9984
AJAP1,0.23941,0.81791,1,0.99501,0.9984
CDC42BPA,0.23938,0.81793,1,0.99501,0.9984
POP1,-0.23935,0.81795,1,0.99501,0.9984
CDC37L1,0.23927,0.81801,1,0.99501,0.9984
AASDHPPT,0.23917,0.81809,1,0.99501,0.9984
UBE2Q2,0.23916,0.81809,1,0.99501,0.9984
UHMK1,-0.23901,0.81821,1,0.99501,0.9984
TUBB4B,0.23898,0.81823,1,0.99501,0.9984
AK4,0.23893,0.81827,1,0.99501,0.9984
MSRA,-0.23892,0.81828,1,0.99501,0.9984
PER3,-0.23889,0.8183,1,0.99501,0.9984
ROR2,-0.23888,0.81831,1,0.99501,0.9984
UBE2E3,-0.23888,0.81831,1,0.99501,0.9984
TNKS,0.23882,0.81836,1,0.99501,0.9984
WDSUB1,-0.23869,0.81845,1,0.99501,0.9984
TAF1,-0.23868,0.81846,1,0.99501,0.9984
CTIF,-0.23844,0.81864,1,0.99501,0.9984
C16orf13,0.23835,0.81871,1,0.99501,0.9984
BRD2,-0.23826,0.81877,1,0.99501,0.9984
RBM15B,0.23822,0.8188,1,0.99501,0.9984
MAPK12,-0.23814,0.81887,1,0.99501,0.9984
RTN4,-0.23811,0.81888,1,0.99501,0.9984
P4HB,0.23795,0.819,1,0.99501,0.9984
ABLIM2,0.23791,0.81904,1,0.99501,0.9984
PAK6,-0.23788,0.81906,1,0.99501,0.9984
CAPZB,-0.23774,0.81916,1,0.99501,0.9984
NUFIP2,0.23769,0.8192,1,0.99501,0.9984
SH3BP4,0.23764,0.81923,1,0.99501,0.9984
SET,-0.23753,0.81931,1,0.99501,0.9984
SLC38A9,0.23746,0.81936,1,0.99501,0.9984
PDHA1,-0.23733,0.81946,1,0.99501,0.9984
ACACA,-0.23724,0.81952,1,0.99501,0.9984
